1,0,0,0,0,0,0,0,0,1953
0,1,0,0,0,0,0,0,0,1352
0,0,1,0,0,0,0,0,0,633
0,0,0,1,0,0,0,0,0,972
0,0,0,0,1,0,0,0,0,1023
0,0,0,0,0,1,0,0,0,178
0,0,0,0,0,0,1,0,0,163
0,0,0,0,0,0,0,1,0,89
0,0,0,0,0,0,0,0,1,8180
1,1,0,0,0,0,0,0,0,1
1,0,1,0,0,0,0,0,0,2
1,0,0,1,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,2
1,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,1,0,0,2
1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,0,0,1,12
0,1,1,0,0,0,0,0,0,6
0,1,0,1,0,0,0,0,0,5
0,1,0,0,1,0,0,0,0,5
0,1,0,0,0,1,0,0,0,1
0,1,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,1,0,1
0,1,0,0,0,0,0,0,1,17
0,0,1,1,0,0,0,0,0,1
0,0,1,0,1,0,0,0,0,1
0,0,1,0,0,1,0,0,0,1
0,0,1,0,0,0,1,0,0,1
0,0,1,0,0,0,0,1,0,1
0,0,1,0,0,0,0,0,1,9
0,0,0,1,1,0,0,0,0,0
0,0,0,1,0,1,0,0,0,1
0,0,0,1,0,0,1,0,0,0
0,0,0,1,0,0,0,1,0,1
0,0,0,1,0,0,0,0,1,6
0,0,0,0,1,1,0,0,0,1
0,0,0,0,1,0,1,0,0,1
0,0,0,0,1,0,0,1,0,1
0,0,0,0,1,0,0,0,1,6
0,0,0,0,0,1,1,0,0,1
0,0,0,0,0,1,0,1,0,1
0,0,0,0,0,1,0,0,1,1
0,0,0,0,0,0,1,1,0,3
0,0,0,0,0,0,1,0,1,4
0,0,0,0,0,0,0,1,1,4
1,1,1,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,1
1,1,0,0,1,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0
1,1,0,0,0,0,1,0,0,0
1,1,0,0,0,0,0,1,0,0
1,1,0,0,0,0,0,0,1,1
1,0,1,1,0,0,0,0,0,0
1,0,1,0,1,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0
1,0,1,0,0,0,1,0,0,0
1,0,1,0,0,0,0,1,0,0
1,0,1,0,0,0,0,0,1,0
1,0,0,1,1,0,0,0,0,0
1,0,0,1,0,1,0,0,0,0
1,0,0,1,0,0,1,0,0,0
1,0,0,1,0,0,0,1,0,0
1,0,0,1,0,0,0,0,1,2
1,0,0,0,1,1,0,0,0,0
1,0,0,0,1,0,1,0,0,0
1,0,0,0,1,0,0,1,0,0
1,0,0,0,1,0,0,0,1,0
1,0,0,0,0,1,1,0,0,0
1,0,0,0,0,1,0,1,0,0
1,0,0,0,0,1,0,0,1,0
1,0,0,0,0,0,1,1,0,0
1,0,0,0,0,0,1,0,1,0
1,0,0,0,0,0,0,1,1,0
0,1,1,1,0,0,0,0,0,1
0,1,1,0,1,0,0,0,0,0
0,1,1,0,0,1,0,0,0,0
0,1,1,0,0,0,1,0,0,0
0,1,1,0,0,0,0,1,0,0
0,1,1,0,0,0,0,0,1,0
0,1,0,1,1,0,0,0,0,0
0,1,0,1,0,1,0,0,0,0
0,1,0,1,0,0,1,0,0,1
0,1,0,1,0,0,0,1,0,0
0,1,0,1,0,0,0,0,1,0
0,1,0,0,1,1,0,0,0,0
0,1,0,0,1,0,1,0,0,0
0,1,0,0,1,0,0,1,0,0
0,1,0,0,1,0,0,0,1,0
0,1,0,0,0,1,1,0,0,0
0,1,0,0,0,1,0,1,0,0
